ID,Forward_Citations
1968882288,120255401
1968882288,2033486753
1968882288,2038295142
1968882288,2045343554
1968882288,2046751124
1968882288,2057791002
1968882288,2089119501
1968882288,2136724462
1968882288,2142038215
1968882288,2146011315
1968882288,2153874887
1968882288,2159629063
1968882288,2184253408
1968882288,2492986111
1968882288,2750390183
1968882288,2980041208
1990597524,776926243
1990597524,2005474422
1990597524,2044268484
1990597524,2047531122
1990597524,2089680182
1990597524,2113415662
1990597524,2156137081
1990597524,2192668267
1990597524,2194903306
1990597524,2339385472
1990597524,2886634173
1990597524,2905305469
1997328047,146353584
1997328047,1459600795
1997328047,1542119484
1997328047,1825663039
1997328047,1902998707
1997328047,1905557918
1997328047,1965550313
1997328047,1967252711
1997328047,1976072701
1997328047,1986864185
1997328047,1995860330
1997328047,2014719051
1997328047,2016231731
1997328047,2021519815
1997328047,2024162323
1997328047,2030434472
1997328047,2064551051
1997328047,2069354374
1997328047,2078458608
1997328047,2089680182
1997328047,2103719847
1997328047,2114473093
1997328047,2125379353
1997328047,2181763052
1997328047,2275924901
1997328047,2290444221
1997328047,2308922188
1997328047,2324969157
1997328047,2332417372
1997328047,2337335910
1997328047,2339385472
1997328047,2477418976
1997328047,2550463826
1997328047,2554644826
1997328047,2621218309
1997328047,2802872178
1997328047,2945450502
2005274577,7663250
2005274577,111860990
2005274577,200905216
2005274577,1573887141
2005274577,1984330711
2005274577,1992785179
2005274577,1993697710
2005274577,2008399599
2005274577,2020688307
2005274577,2038041109
2005274577,2042434447
2005274577,2042505982
2005274577,2060253754
2005274577,2062022807
2005274577,2081802727
2005274577,2085249864
2005274577,2103847816
2005274577,2119085238
2005274577,2126110190
2005274577,2128987762
2005274577,2132668868
2005274577,2132805506
2005274577,2148470621
2005274577,2150782577
2005274577,2151700021
2005274577,2152291676
2005274577,2164460760
2005274577,2165142643
2005274577,2187364405
2005274577,2200582404
2005274577,2230777004
2005274577,2339385472
2005274577,2346026509
2005274577,2529740196
2005274577,2534491652
2005274577,2561168411
2005274577,2618512545
2005274577,2766030509
2005274577,2781873955
2005274577,2889978424
2005274577,2905305469
2016465473,53691910
2016465473,61898277
2016465473,852392737
2016465473,1104101878
2016465473,1505684780
2016465473,1522109421
2016465473,1542083684
2016465473,1553812388
2016465473,1584492368
2016465473,1866418083
2016465473,1922126254
2016465473,1970892180
2016465473,1990784943
2016465473,1993103689
2016465473,2005208906
2016465473,2025838222
2016465473,2029967703
2016465473,2031351008
2016465473,2032534662
2016465473,2046156705
2016465473,2059161419
2016465473,2080586392
2016465473,2093699734
2016465473,2102383457
2016465473,2105670761
2016465473,2106931728
2016465473,2113341893
2016465473,2115319300
2016465473,2122058756
2016465473,2139888336
2016465473,2141583483
2016465473,2165021613
2016465473,2171995590
2016465473,2174553662
2016465473,2179950438
2016465473,2207107844
2016465473,2213314641
2016465473,2220506025
2016465473,2236176244
2016465473,2241072958
2016465473,2259312445
2016465473,2292853264
2016465473,2316372984
2016465473,2319948133
2016465473,2322188757
2016465473,2328259424
2016465473,2330633799
2016465473,2336869085
2016465473,2339926059
2016465473,2382263102
2016465473,2414555143
2016465473,2439543323
2016465473,2469347481
2016465473,2473623402
2016465473,2514554637
2016465473,2538247794
2016465473,2556351141
2016465473,2565439611
2016465473,2573169741
2016465473,2583130000
2016465473,2588155780
2016465473,2611943052
2016465473,2614576140
2016465473,2617422856
2016465473,2618512545
2016465473,2693203237
2016465473,2740150463
2016465473,2741962792
2016465473,2754810925
2016465473,2760110533
2016465473,2760816291
2016465473,2761262680
2016465473,2766030509
2016465473,2766255360
2016465473,2770467931
2016465473,2770704786
2016465473,2789385237
2016465473,2791312974
2016465473,2791528107
2016465473,2791611945
2016465473,2793461606
2016465473,2803636822
2016465473,2810256619
2016465473,2810318445
2016465473,2883680971
2016465473,2889302591
2016465473,2890538949
2016465473,2890892894
2016465473,2896927741
2016465473,2897123525
2016465473,2897246996
2016465473,2901436342
2016465473,2905305469
2016465473,2905324867
2016465473,2906598494
2016465473,2909513099
2016465473,2912753883
2016465473,2914454510
2016465473,2921915434
2016465473,2931740749
2016465473,2940469202
2016465473,2944642546
2016465473,2946678911
2016465473,2949638933
2016465473,2955040287
2016465473,2955190522
2016465473,2977650024
2016465473,2977692764
2016465473,2977863067
2016465473,2978218077
2026763889,16959605
2026763889,20614457
2026763889,23639275
2026763889,34916195
2026763889,40447994
2026763889,70034591
2026763889,97954825
2026763889,98969406
2026763889,105531284
2026763889,122935328
2026763889,122970878
2026763889,126982582
2026763889,130462273
2026763889,151561889
2026763889,163777969
2026763889,167753233
2026763889,183040676
2026763889,185459480
2026763889,191026786
2026763889,200959570
2026763889,205277311
2026763889,226281423
2026763889,228080986
2026763889,307583642
2026763889,392144059
2026763889,425908830
2026763889,649713322
2026763889,758157466
2026763889,806507904
2026763889,806589995
2026763889,867934353
2026763889,985294120
2026763889,1119698501
2026763889,1224217868
2026763889,1459600795
2026763889,1481221607
2026763889,1483395249
2026763889,1484118905
2026763889,1485207763
2026763889,1492186113
2026763889,1493700653
2026763889,1505684780
2026763889,1506577832
2026763889,1515076735
2026763889,1521032334
2026763889,1526723751
2026763889,1540711342
2026763889,1541629449
2026763889,1542939903
2026763889,1544993446
2026763889,1549839917
2026763889,1573201173
2026763889,1582994324
2026763889,1584492368
2026763889,1589416663
2026763889,1597705177
2026763889,1598566871
2026763889,1658334450
2026763889,1660515937
2026763889,1677288299
2026763889,1680932911
2026763889,1681473013
2026763889,1786164271
2026763889,1836136156
2026763889,1840134927
2026763889,1866418083
2026763889,1873266330
2026763889,1888901927
2026763889,1898317349
2026763889,1905557918
2026763889,1914916448
2026763889,1944312255
2026763889,1946008276
2026763889,1959715655
2026763889,1962122626
2026763889,1964361826
2026763889,1964879769
2026763889,1965037317
2026763889,1965550313
2026763889,1965618324
2026763889,1966900462
2026763889,1967204270
2026763889,1967252711
2026763889,1968298559
2026763889,1969250742
2026763889,1969550289
2026763889,1970181216
2026763889,1973673460
2026763889,1974341837
2026763889,1975944286
2026763889,1976072701
2026763889,1976978405
2026763889,1976996000
2026763889,1977851457
2026763889,1980362745
2026763889,1980600287
2026763889,1982238860
2026763889,1983964266
2026763889,1984375521
2026763889,1984387787
2026763889,1986436531
2026763889,1986797374
2026763889,1986864185
2026763889,1986968112
2026763889,1987010373
2026763889,1990289074
2026763889,1990519216
2026763889,1990775580
2026763889,1993575155
2026763889,1996372715
2026763889,1996971949
2026763889,1997242463
2026763889,1997328047
2026763889,1998871804
2026763889,1999144576
2026763889,1999162013
2026763889,2000025435
2026763889,2000306901
2026763889,2000750799
2026763889,2001758086
2026763889,2002234713
2026763889,2004552484
2026763889,2005474422
2026763889,2005880302
2026763889,2006360356
2026763889,2010490421
2026763889,2010766566
2026763889,2011663188
2026763889,2012881117
2026763889,2013655409
2026763889,2013960249
2026763889,2015843249
2026763889,2016067440
2026763889,2016404339
2026763889,2016465473
2026763889,2018985252
2026763889,2019291708
2026763889,2021005330
2026763889,2021519815
2026763889,2022242056
2026763889,2023316592
2026763889,2024489081
2026763889,2024918373
2026763889,2025403958
2026763889,2025529849
2026763889,2025571827
2026763889,2025960113
2026763889,2027022054
2026763889,2027527801
2026763889,2028485665
2026763889,2028835709
2026763889,2029175399
2026763889,2031189666
2026763889,2032281613
2026763889,2032534752
2026763889,2032612552
2026763889,2033379068
2026763889,2033411391
2026763889,2034836290
2026763889,2035073007
2026763889,2035307316
2026763889,2035480835
2026763889,2035836077
2026763889,2035846038
2026763889,2036410941
2026763889,2037740454
2026763889,2038062019
2026763889,2038612525
2026763889,2039412409
2026763889,2039617674
2026763889,2040796370
2026763889,2041261499
2026763889,2043477065
2026763889,2044268484
2026763889,2044483548
2026763889,2044675030
2026763889,2045232982
2026763889,2045483726
2026763889,2046014130
2026763889,2046154362
2026763889,2046410784
2026763889,2046601657
2026763889,2052713935
2026763889,2053971199
2026763889,2054726974
2026763889,2054837305
2026763889,2056175848
2026763889,2056270013
2026763889,2056919634
2026763889,2058266175
2026763889,2058452790
2026763889,2059149040
2026763889,2060896471
2026763889,2062054390
2026763889,2063028989
2026763889,2064334444
2026763889,2064348371
2026763889,2064551051
2026763889,2064898748
2026763889,2065351599
2026763889,2065536151
2026763889,2065581729
2026763889,2065802833
2026763889,2068779605
2026763889,2069354374
2026763889,2069381910
2026763889,2069528374
2026763889,2071110630
2026763889,2072292880
2026763889,2072846259
2026763889,2073964316
2026763889,2076197890
2026763889,2078084492
2026763889,2078513020
2026763889,2079427267
2026763889,2079450479
2026763889,2080068233
2026763889,2081047424
2026763889,2081875434
2026763889,2083207450
2026763889,2083498088
2026763889,2083610265
2026763889,2084815285
2026763889,2084824102
2026763889,2086730394
2026763889,2088473282
2026763889,2088697571
2026763889,2089145138
2026763889,2089680182
2026763889,2090786429
2026763889,2090995341
2026763889,2092832578
2026763889,2092852069
2026763889,2093068666
2026763889,2093759574
2026763889,2095057908
2026763889,2095393737
2026763889,2096244074
2026763889,2096841774
2026763889,2097188958
2026763889,2099817553
2026763889,2101906057
2026763889,2102755673
2026763889,2103015255
2026763889,2103303176
2026763889,2103778263
2026763889,2104332169
2026763889,2104706843
2026763889,2105238292
2026763889,2105473918
2026763889,2105654601
2026763889,2105712673
2026763889,2105771727
2026763889,2106341525
2026763889,2106772423
2026763889,2107492371
2026763889,2108394838
2026763889,2109425315
2026763889,2111402935
2026763889,2111604927
2026763889,2111962762
2026763889,2112064561
2026763889,2112376685
2026763889,2112520063
2026763889,2113405341
2026763889,2113521665
2026763889,2113577217
2026763889,2114044389
2026763889,2114358223
2026763889,2114480036
2026763889,2114964022
2026763889,2115474228
2026763889,2115715134
2026763889,2115765878
2026763889,2115935971
2026763889,2116111526
2026763889,2116208736
2026763889,2116358256
2026763889,2118835666
2026763889,2120168638
2026763889,2120640492
2026763889,2120740664
2026763889,2125247901
2026763889,2125374104
2026763889,2125379353
2026763889,2125446533
2026763889,2125692642
2026763889,2125789596
2026763889,2127823584
2026763889,2128290354
2026763889,2128581962
2026763889,2129561051
2026763889,2130079447
2026763889,2130606146
2026763889,2131006143
2026763889,2132410243
2026763889,2132710945
2026763889,2133538761
2026763889,2133660287
2026763889,2133678196
2026763889,2134254772
2026763889,2134396572
2026763889,2134445385
2026763889,2135064771
2026763889,2137801553
2026763889,2138389016
2026763889,2138582870
2026763889,2139888336
2026763889,2140703532
2026763889,2141583483
2026763889,2143210157
2026763889,2148228648
2026763889,2148539784
2026763889,2152297474
2026763889,2152490756
2026763889,2152493077
2026763889,2153494109
2026763889,2153998255
2026763889,2155264932
2026763889,2158220263
2026763889,2160037112
2026763889,2160833550
2026763889,2161955743
2026763889,2162186852
2026763889,2162677759
2026763889,2162972320
2026763889,2163249987
2026763889,2164241130
2026763889,2164775407
2026763889,2165021613
2026763889,2168604535
2026763889,2169015329
2026763889,2170586538
2026763889,2170612627
2026763889,2171036725
2026763889,2172009209
2026763889,2172282277
2026763889,2181508907
2026763889,2182041361
2026763889,2182501599
2026763889,2182876462
2026763889,2185304764
2026763889,2186651918
2026763889,2186968235
2026763889,2187242636
2026763889,2188125878
2026763889,2188206503
2026763889,2188902635
2026763889,2189417339
2026763889,2192668267
2026763889,2203387648
2026763889,2219050116
2026763889,2219802656
2026763889,2230470116
2026763889,2234527008
2026763889,2251133892
2026763889,2261190141
2026763889,2268430260
2026763889,2276321702
2026763889,2278605262
2026763889,2279730237
2026763889,2282172764
2026763889,2285846322
2026763889,2285898800
2026763889,2286354229
2026763889,2286700156
2026763889,2287085665
2026763889,2287434923
2026763889,2288152746
2026763889,2288420543
2026763889,2290465538
2026763889,2291259924
2026763889,2295332987
2026763889,2316279209
2026763889,2316372984
2026763889,2316846036
2026763889,2318269656
2026763889,2323354245
2026763889,2323945381
2026763889,2324969157
2026763889,2327221339
2026763889,2335775192
2026763889,2336542259
2026763889,2340013608
2026763889,2340718307
2026763889,2343639131
2026763889,2353680003
2026763889,2377407705
2026763889,2395182122
2026763889,2398838967
2026763889,2398840997
2026763889,2410185520
2026763889,2414355962
2026763889,2414555143
2026763889,2441302172
2026763889,2465298224
2026763889,2467379593
2026763889,2473926853
2026763889,2473941616
2026763889,2474134887
2026763889,2482602130
2026763889,2493900106
2026763889,2495751379
2026763889,2507315862
2026763889,2512428223
2026763889,2513193671
2026763889,2513560454
2026763889,2516810502
2026763889,2516982941
2026763889,2519951194
2026763889,2522367994
2026763889,2523061862
2026763889,2523677629
2026763889,2525728681
2026763889,2525893318
2026763889,2527803095
2026763889,2530365614
2026763889,2531542623
2026763889,2537415671
2026763889,2538299743
2026763889,2538895466
2026763889,2544567739
2026763889,2544941354
2026763889,2545270830
2026763889,2546830182
2026763889,2550463826
2026763889,2552329819
2026763889,2556078919
2026763889,2556351141
2026763889,2556889351
2026763889,2560318573
2026763889,2560558034
2026763889,2563767909
2026763889,2566103905
2026763889,2566843851
2026763889,2569632788
2026763889,2570020474
2026763889,2587108241
2026763889,2592451593
2026763889,2593237282
2026763889,2593929307
2026763889,2594556932
2026763889,2595329486
2026763889,2596940637
2026763889,2597728403
2026763889,2598725601
2026763889,2600677197
2026763889,2600973902
2026763889,2601862989
2026763889,2603483389
2026763889,2605225551
2026763889,2605445135
2026763889,2607366728
2026763889,2607695438
2026763889,2610860318
2026763889,2611413520
2026763889,2612116904
2026763889,2615247923
2026763889,2616564288
2026763889,2617809547
2026763889,2618512545
2026763889,2619052903
2026763889,2620653987
2026763889,2621218309
2026763889,2623988141
2026763889,2624908686
2026763889,2639152608
2026763889,2657843382
2026763889,2687425643
2026763889,2696063278
2026763889,2734330639
2026763889,2734433312
2026763889,2734484919
2026763889,2738658128
2026763889,2739543711
2026763889,2740001106
2026763889,2741079885
2026763889,2743998862
2026763889,2747390020
2026763889,2753941642
2026763889,2754926650
2026763889,2760816291
2026763889,2762609492
2026763889,2765200641
2026763889,2765417403
2026763889,2765572905
2026763889,2766460465
2026763889,2767398770
2026763889,2767601436
2026763889,2768554306
2026763889,2769394045
2026763889,2770658910
2026763889,2779256354
2026763889,2782714329
2026763889,2789385237
2026763889,2789605670
2026763889,2789944773
2026763889,2790453929
2026763889,2790699408
2026763889,2791106673
2026763889,2791418274
2026763889,2791424659
2026763889,2791472846
2026763889,2793567010
2026763889,2794166178
2026763889,2794650305
2026763889,2795268384
2026763889,2795424970
2026763889,2795487220
2026763889,2795922136
2026763889,2796273170
2026763889,2798918257
2026763889,2801118820
2026763889,2802758709
2026763889,2803636822
2026763889,2803664942
2026763889,2804479566
2026763889,2805090056
2026763889,2805202736
2026763889,2805889723
2026763889,2806242177
2026763889,2807434085
2026763889,2884042463
2026763889,2884501185
2026763889,2885127380
2026763889,2886444500
2026763889,2890956703
2026763889,2894408747
2026763889,2894731394
2026763889,2895361771
2026763889,2897446178
2026763889,2898216190
2026763889,2898459129
2026763889,2900886913
2026763889,2901226879
2026763889,2901436342
2026763889,2902883633
2026763889,2905094126
2026763889,2905305469
2026763889,2911101161
2026763889,2912104846
2026763889,2916537935
2026763889,2916657106
2026763889,2921529164
2026763889,2921936813
2026763889,2941860813
2026763889,2946678911
2026763889,2948977444
2026763889,2950249537
2026763889,2950640868
2026763889,2952398614
2026763889,2953091484
2026763889,2960272192
2026763889,2969138105
2026763889,2974709269
2026763889,2977551413
2026763889,2977863067
2026763889,2977953734
2026763889,2981148129
2026763889,2985418564
2026763889,2985529058
2026763889,2986688129
2026763889,2987211171
2034836290,766511987
2034836290,891757135
2034836290,1459600795
2034836290,1980320402
2034836290,2031351008
2034836290,2038062019
2034836290,2059161419
2034836290,2071906662
2034836290,2098172057
2034836290,2124789442
2034836290,2168424657
2034836290,2503519495
2034836290,2793567010
2034836290,2904863952
2034836290,2944642546
2035846038,81661867
2035846038,155632757
2035846038,205277311
2035846038,646811679
2035846038,961281549
2035846038,1232392824
2035846038,1492186113
2035846038,1505684780
2035846038,1533528935
2035846038,1600705343
2035846038,1677288299
2035846038,1866418083
2035846038,1923410515
2035846038,1964361826
2035846038,1979885942
2035846038,1983202018
2035846038,1989023712
2035846038,1990289074
2035846038,1991938591
2035846038,2005625964
2035846038,2010460175
2035846038,2016067440
2035846038,2022523736
2035846038,2025460875
2035846038,2030781477
2035846038,2042025648
2035846038,2046776340
2035846038,2047531122
2035846038,2049591193
2035846038,2050199801
2035846038,2050459389
2035846038,2052713935
2035846038,2053495478
2035846038,2055604732
2035846038,2064348371
2035846038,2064551051
2035846038,2072846259
2035846038,2078458608
2035846038,2084824102
2035846038,2085652767
2035846038,2086352321
2035846038,2092765802
2035846038,2093759574
2035846038,2096425106
2035846038,2097885959
2035846038,2099233485
2035846038,2104332169
2035846038,2109137594
2035846038,2123037681
2035846038,2127823584
2035846038,2129900161
2035846038,2146015248
2035846038,2148307319
2035846038,2158220263
2035846038,2182041361
2035846038,2188301928
2035846038,2189227790
2035846038,2289927394
2035846038,2316372984
2035846038,2320455164
2035846038,2324969157
2035846038,2337022250
2035846038,2337188890
2035846038,2425258350
2035846038,2521821686
2035846038,2558377066
2035846038,2789383223
2035846038,2789385237
2035846038,2795582069
2035846038,2800467410
2035846038,2809368647
2035846038,2909193688
2035846038,2909513099
2035846038,2912753883
2035846038,2913797176
2035846038,2978951249
2069584151,144958200
2069584151,1512146155
2069584151,1536806285
2069584151,1899563123
2069584151,1903130552
2069584151,1928279026
2069584151,1932033533
2069584151,1972831672
2069584151,1974549378
2069584151,1976539194
2069584151,1979748721
2069584151,1993175168
2069584151,1997242463
2069584151,2028992171
2069584151,2053421158
2069584151,2070047554
2069584151,2076157421
2069584151,2161956065
2069584151,2171995590
2069584151,2288644228
2069584151,2410226449
2069584151,2521339725
2069584151,2549359292
2069584151,2551387698
2069584151,2600767891
2069584151,2614086009
2069584151,2765896906
2069584151,2795052139
2069584151,2801498926
2069584151,2804479566
2069584151,2886219868
2069584151,2889418448
2069584151,2898202827
2069584151,2915337840
2069584151,2955846730
2069584151,2979432687
2069584151,2984764595
2078695450,592244
2078695450,44373975
2078695450,47752008
2078695450,52560609
2078695450,54316143
2078695450,55141569
2078695450,55465148
2078695450,57441034
2078695450,58503039
2078695450,62550980
2078695450,69339599
2078695450,72835959
2078695450,74988415
2078695450,75269822
2078695450,87695707
2078695450,94377270
2078695450,99839419
2078695450,102962454
2078695450,104118262
2078695450,108978593
2078695450,117457693
2078695450,122038565
2078695450,122676894
2078695450,125534992
2078695450,137419085
2078695450,141629668
2078695450,162354322
2078695450,165495879
2078695450,175238283
2078695450,180997131
2078695450,191241015
2078695450,197661741
2078695450,200959570
2078695450,205377684
2078695450,207258509
2078695450,214612975
2078695450,214954368
2078695450,219214155
2078695450,282941171
2078695450,311918039
2078695450,320248206
2078695450,324318393
2078695450,331621438
2078695450,362237489
2078695450,560218186
2078695450,745083407
2078695450,776978797
2078695450,785535594
2078695450,804531246
2078695450,811955838
2078695450,824745650
2078695450,841707671
2078695450,847337903
2078695450,848033053
2078695450,1020350660
2078695450,1148072245
2078695450,1481209221
2078695450,1484118905
2078695450,1485852907
2078695450,1494991656
2078695450,1496628061
2078695450,1498011529
2078695450,1517211763
2078695450,1525291650
2078695450,1525855728
2078695450,1538388115
2078695450,1539078979
2078695450,1544680029
2078695450,1545179962
2078695450,1553328975
2078695450,1571597685
2078695450,1571868942
2078695450,1573010345
2078695450,1574822643
2078695450,1578268364
2078695450,1584425689
2078695450,1593724350
2078695450,1602703029
2078695450,1608324693
2078695450,1608336017
2078695450,1677265648
2078695450,1711808977
2078695450,1773070889
2078695450,1803481851
2078695450,1833055691
2078695450,1898537432
2078695450,1904840230
2078695450,1906145437
2078695450,1907106676
2078695450,1928039543
2078695450,1943691810
2078695450,1949231408
2078695450,1964216141
2078695450,1964312253
2078695450,1967256172
2078695450,1969286375
2078695450,1969403699
2078695450,1970147893
2078695450,1970474598
2078695450,1970511908
2078695450,1970916293
2078695450,1971441462
2078695450,1971669296
2078695450,1971723711
2078695450,1971883934
2078695450,1972045892
2078695450,1972409856
2078695450,1973958125
2078695450,1974219561
2078695450,1974266758
2078695450,1974769223
2078695450,1975041584
2078695450,1975634780
2078695450,1976432164
2078695450,1976698649
2078695450,1977085956
2078695450,1977199954
2078695450,1977924308
2078695450,1979572021
2078695450,1979773733
2078695450,1980097703
2078695450,1980219317
2078695450,1980284504
2078695450,1980500806
2078695450,1981135919
2078695450,1981401094
2078695450,1981837324
2078695450,1982176730
2078695450,1984319256
2078695450,1984774120
2078695450,1985215842
2078695450,1985525978
2078695450,1985607658
2078695450,1986192918
2078695450,1986360015
2078695450,1986416424
2078695450,1986575803
2078695450,1987628734
2078695450,1988212471
2078695450,1988826220
2078695450,1988915474
2078695450,1989011010
2078695450,1989027612
2078695450,1989803082
2078695450,1990511152
